,proyecto,entidad,sectorial,P2017,C2017,D2017,P2018,C2018,D2018,P2019,C2019,D2019,P2020,C2020,D2020,P2021,C2021,D2021,text
1139,   estudio de analisis y prospectiva de la electromovilidad en ecuador y el mix energetico al ,  instituto de investigacion geologico y energetico,  sectorial recursos naturales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53525.11,277649.22000000003,53525.11,  instituto de investigacion geologico y energetico   estudio de analisis y prospectiva de la electromovilidad en ecuador y el mix energetico al   sectorial recursos naturales
1140,   estudio de apoyo a la educacion superior en construccion sostenible en ecuador,  universidad regional amazonica ikiam,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423002.51,0.0,  universidad regional amazonica ikiam   estudio de apoyo a la educacion superior en construccion sostenible en ecuador  sectorial educacion
1141,   estudio de aprovechamiento del excedente electrico del sistema nacional interconectado (sni) mediante procesos,  instituto de investigacion geologico y energetico,  sectorial recursos naturales,0.0,0.0,0.0,11697.83,37324.92,18957.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  instituto de investigacion geologico y energetico   estudio de aprovechamiento del excedente electrico del sistema nacional interconectado (sni) mediante procesos  sectorial recursos naturales
1142,   estudio de aprovechamiento del excedente electrico del sistema nacional interconectado (sni) mediante procesos,  instituto nacional de eficiencia energetica y energias renovables,  sectorial recursos naturales,0.0,0.0,0.0,151039.65000000002,387566.94000000006,151039.65000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  instituto nacional de eficiencia energetica y energias renovables   estudio de aprovechamiento del excedente electrico del sistema nacional interconectado (sni) mediante procesos  sectorial recursos naturales
1143,"   estudio de captura de carbono para la produccion de biocombustibles a partir de biomasa microalgal, chlorella sp, empleando fotobiorreactores",  instituto de investigacion geologico y energetico,  sectorial recursos naturales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37260.29,572570.3500000001,41506.32,466701.32999999996,1374168.8400000003,467172.9,"  instituto de investigacion geologico y energetico   estudio de captura de carbono para la produccion de biocombustibles a partir de biomasa microalgal, chlorella sp, empleando fotobiorreactores  sectorial recursos naturales"
1144,   estudio de colorantes naturales y desarrollo de formas estables con aplicaciones en la industria alimenticia y c,  universidad central del ecuador,  sectorial educacion,99902.3,184065.83000000002,100141.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad central del ecuador   estudio de colorantes naturales y desarrollo de formas estables con aplicaciones en la industria alimenticia y c  sectorial educacion
1145,   estudio de factibilidad del proyecto  adecuacion,  servicio nacional de atencion integral a personas adultas privadas de la libertad y a adolescentes infractores,  sectorial asuntos internos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519236.12,0.0,0.0,0.0,0.0,  servicio nacional de atencion integral a personas adultas privadas de la libertad y a adolescentes infractores   estudio de factibilidad del proyecto  adecuacion  sectorial asuntos internos
1146,   estudio de factibilidad del proyecto adecuacion  reparacion y ampliacion del centro de rehabilitacion social uno y,  ministerio de justicia  derechos humanos y cultos,  sectorial asuntos internos,0.0,0.0,0.0,0.0,4666826.300000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de justicia  derechos humanos y cultos   estudio de factibilidad del proyecto adecuacion  reparacion y ampliacion del centro de rehabilitacion social uno y  sectorial asuntos internos
1147,   estudio de factibilidad del proyecto adecuacion  reparacion y ampliacion del centro de rehabilitacion social uno y cdp de guayaquil,  ministerio de justicia  derechos humanos y cultos,  sectorial asuntos internos,0.0,0.0,0.0,0.0,797761.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de justicia  derechos humanos y cultos   estudio de factibilidad del proyecto adecuacion  reparacion y ampliacion del centro de rehabilitacion social uno y cdp de guayaquil  sectorial asuntos internos
1148,   estudio de factibilidad del proyecto adecuacion reparacion y ampliacion del centro de rehabilitacion social uno y c,  ministerio de transporte y obras publicas,  sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudio de factibilidad del proyecto adecuacion reparacion y ampliacion del centro de rehabilitacion social uno y c  sectorial comunicaciones
1149,"   estudio de factibilidad del proyecto""adecuacion, reparacion y ampliacion del centro de rehabilitacion social uno y cdp de guayaquil""
",  ministerio de justicia  derechos humanos y cultos,  sectorial asuntos internos,136527.38,4104144.8200000003,197189.66999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  ministerio de justicia  derechos humanos y cultos   estudio de factibilidad del proyecto""adecuacion, reparacion y ampliacion del centro de rehabilitacion social uno y cdp de guayaquil""
  sectorial asuntos internos"
1150,"   estudio de factibilidad del proyecto""adecuacion, reparacion y ampliacion del centro de rehabilitacion social uno y cdp de guayaquil""
",  servicio de contratacion de obras  secob,  sectorial desarrollo urbano y vivienda,870493.12,3641237.38,870493.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  servicio de contratacion de obras  secob   estudio de factibilidad del proyecto""adecuacion, reparacion y ampliacion del centro de rehabilitacion social uno y cdp de guayaquil""
  sectorial desarrollo urbano y vivienda"
1151,   estudio de factibilidad para el aprovechamiento de la tecnologia de radiacion ionizante,  instituto nacional de preinversion,  sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  instituto nacional de preinversion   estudio de factibilidad para el aprovechamiento de la tecnologia de radiacion ionizante  sectorial administrativo
1152,   estudio de factibilidad para implementar la perforacion de pozos con coiled tubing en el campo gustavo galindo v,  universidad estatal peninsula de santa elena,  sectorial educacion,10417.800000000001,20000.0,13899.94,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad estatal peninsula de santa elena   estudio de factibilidad para implementar la perforacion de pozos con coiled tubing en el campo gustavo galindo v  sectorial educacion
1153,"   estudio de factibilidad, impactos ambientales e ingenieria definitivos para la rectificacion, mejoramiento y ampli",  ministerio de transporte y obras publicas,  sectorial  comunicaciones,2706916.0,4483713.36,2706916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  ministerio de transporte y obras publicas   estudio de factibilidad, impactos ambientales e ingenieria definitivos para la rectificacion, mejoramiento y ampli  sectorial  comunicaciones"
1154,"   estudio de factibilidad, impactos ambientales e ingenieria definitivos para la rehabilitacion, mejoramiento, am",  ministerio de transporte y obras publicas,  sectorial  comunicaciones,0.0,5209056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  ministerio de transporte y obras publicas   estudio de factibilidad, impactos ambientales e ingenieria definitivos para la rehabilitacion, mejoramiento, am  sectorial  comunicaciones"
1155,   estudio de fiscalizacion y trabajos de remodelacion de los edificios adquiridos en el campus guayaquil,  universidad agraria del ecuador,  sectorial educacion,0.0,0.0,0.0,0.0,844548.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad agraria del ecuador   estudio de fiscalizacion y trabajos de remodelacion de los edificios adquiridos en el campus guayaquil  sectorial educacion
1156,   estudio de germoplasma autoctono de papaya en manabi,  escuela superior politecnica agropecuaria de manabi manuel felix lopez,  sectorial educacion,9739.5,14655.25,9739.5,1680.0,47917.46000000001,1680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  escuela superior politecnica agropecuaria de manabi manuel felix lopez   estudio de germoplasma autoctono de papaya en manabi  sectorial educacion
1157,   estudio de ingenierias especiales,  universidad estatal de bolivar,  sectorial educacion,0.0,0.0,0.0,229526.5,945000.0,229526.5,363888.0,431088.0,363888.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad estatal de bolivar   estudio de ingenierias especiales  sectorial educacion
1158,   estudio de la administracion del credito con la banca publica a socios del humedal la segua enla provincia de ma,  escuela superior politecnica agropecuaria de manabi manuel felix lopez,  sectorial educacion,5607.88,17879.56,5607.88,6000.0,95550.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  escuela superior politecnica agropecuaria de manabi manuel felix lopez   estudio de la administracion del credito con la banca publica a socios del humedal la segua enla provincia de ma  sectorial educacion
1159,   estudio de la biodiversidad y cambio climatico del cenozoico de la peninsula de santa elena,  universidad estatal peninsula de santa elena,  sectorial educacion,12187.55,4103601.27,14866.12,470.58,43992.04,4392.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad estatal peninsula de santa elena   estudio de la biodiversidad y cambio climatico del cenozoico de la peninsula de santa elena  sectorial educacion
1160,   estudio de la gestion de riesgo y su medicion en l,  universidad estatal peninsula de santa elena,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2806.2,42048.0,2806.2,0.0,0.0,0.0,  universidad estatal peninsula de santa elena   estudio de la gestion de riesgo y su medicion en l  sectorial educacion
1161,   estudio de la gestion de riesgo y su medicion en la planificacion del territorio de las parroquias rurales del c,  universidad estatal peninsula de santa elena,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,20888.6,50000.0,20888.6,0.0,0.0,0.0,0.0,2980.0,0.0,  universidad estatal peninsula de santa elena   estudio de la gestion de riesgo y su medicion en la planificacion del territorio de las parroquias rurales del c  sectorial educacion
1162,   estudio de la politica publica en la provincia de santa elena a traves del observatorio de politicas sociales de,  universidad estatal peninsula de santa elena,  sectorial educacion,0.0,0.0,0.0,0.0,416900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad estatal peninsula de santa elena   estudio de la politica publica en la provincia de santa elena a traves del observatorio de politicas sociales de  sectorial educacion
1163,   estudio de linea base de informacion de la estructura tecnologica en entidades publicas de la provincia de manabi,  escuela superior politecnica agropecuaria de manabi manuel felix lopez,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,610.0,110.0,  escuela superior politecnica agropecuaria de manabi manuel felix lopez   estudio de linea base de informacion de la estructura tecnologica en entidades publicas de la provincia de manabi  sectorial educacion
1164,   estudio de mercado de minerales en el ecuador,  instituto nacional de investigacion geologico  minero  metalurgico,  sectorial recursos naturales,0.0,392700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  instituto nacional de investigacion geologico  minero  metalurgico   estudio de mercado de minerales en el ecuador  sectorial recursos naturales
1165,   estudio de optimizacion energetica de cadenas logisticas de transporte de carga pesada,  instituto nacional de eficiencia energetica y energias renovables,  sectorial recursos naturales,331521.64,721168.81,331870.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  instituto nacional de eficiencia energetica y energias renovables   estudio de optimizacion energetica de cadenas logisticas de transporte de carga pesada  sectorial recursos naturales
1166,   estudio de prefactibilidad de los pasivos ambienta,  secretaria tecnica de la circunscripcion territorial especial amazonica,  sectorial ambiente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24068260.29,0.0,0.0,0.0,0.0,  secretaria tecnica de la circunscripcion territorial especial amazonica   estudio de prefactibilidad de los pasivos ambienta  sectorial ambiente
1167,   estudio de prefactibilidad de los pasivos ambientales de la ctea.,  secretaria tecnica de la circunscripcion territorial especial amazonica,  sectorial ambiente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30151631.419999994,0.0,0.0,0.0,0.0,0.0,21640321.79,0.0,  secretaria tecnica de la circunscripcion territorial especial amazonica   estudio de prefactibilidad de los pasivos ambientales de la ctea.  sectorial ambiente
1168,   estudio de prefactibilidad del tren de carga elect,  secretaria tecnica de planificacion planifica ecuador,  sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538506.62,0.0,0.0,0.0,0.0,  secretaria tecnica de planificacion planifica ecuador   estudio de prefactibilidad del tren de carga elect  sectorial administrativo
1169,   estudio de prefactibilidad del tren de carga electrico del ecuador,  secretaria nacional de planificacion y desarrollo  senplades,  sectorial administrativo,0.0,11144446.530000001,0.0,0.0,373810.62,0.0,0.0,1755183.1500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  secretaria nacional de planificacion y desarrollo  senplades   estudio de prefactibilidad del tren de carga electrico del ecuador  sectorial administrativo
1170,   estudio de prefactibilidad del tren de carga electrico del ecuador,  secretaria tecnica de planificacion planifica ecuador,  sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501480.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  secretaria tecnica de planificacion planifica ecuador   estudio de prefactibilidad del tren de carga electrico del ecuador  sectorial administrativo
1171,   estudio de prefactibilidad y factibilidad para el aprovechamiento de lacteos derivados  y subproductos,  instituto nacional de preinversion,  sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  instituto nacional de preinversion   estudio de prefactibilidad y factibilidad para el aprovechamiento de lacteos derivados  y subproductos  sectorial administrativo
1172,   estudio de procesos de recuperacion de calor en re,  instituto de investigacion geologico y energetico,  sectorial recursos naturales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241345.32,477869.37999999995,369684.5,0.0,0.0,0.0,  instituto de investigacion geologico y energetico   estudio de procesos de recuperacion de calor en re  sectorial recursos naturales
1173,   estudio de procesos de recuperacion de calor en refinerias y pozos referenciales del sector petrolero,  instituto de investigacion geologico y energetico,  sectorial recursos naturales,0.0,0.0,0.0,0.0,0.0,0.0,132869.69999999998,1067926.2600000002,132869.69999999998,0.0,0.0,0.0,0.0,56750.62,0.0,  instituto de investigacion geologico y energetico   estudio de procesos de recuperacion de calor en refinerias y pozos referenciales del sector petrolero  sectorial recursos naturales
1174,   estudio de prospeccion  exploracion avanzada del proyecto telimbela hasta la determinacion de recursos inferido,  ingresos y transferencias,  sectorial tesoro nacional,0.0,0.0,0.0,0.0,433194.77,0.0,2349.67,25749.41,2349.67,0.0,0.0,0.0,0.0,0.0,0.0,  ingresos y transferencias   estudio de prospeccion  exploracion avanzada del proyecto telimbela hasta la determinacion de recursos inferido  sectorial tesoro nacional
1175,   estudio de prospeccion  exploracion avanzada del proyecto telimbela hasta la determinacion de recursos inferido,  ingresos y transferencias,  tesoro nacional,732456.15,2578823.7,732456.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ingresos y transferencias   estudio de prospeccion  exploracion avanzada del proyecto telimbela hasta la determinacion de recursos inferido  tesoro nacional
1176,   estudio de prospeccion exploracion y prefactibilidad de explotacion en el area minera el torneado,  ingresos y transferencias,  sectorial tesoro nacional,0.0,0.0,0.0,0.0,97109.20000000001,0.0,1045.0,15638.28,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,  ingresos y transferencias   estudio de prospeccion exploracion y prefactibilidad de explotacion en el area minera el torneado  sectorial tesoro nacional
1177,   estudio de prospeccion exploracion y prefactibilidad de explotacion en el area minera el torneado,  ingresos y transferencias,  tesoro nacional,791814.53,2981629.8099999996,791814.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ingresos y transferencias   estudio de prospeccion exploracion y prefactibilidad de explotacion en el area minera el torneado  tesoro nacional
1178,   estudio de prospeccion y exploracion y prefactibil,  ingresos y transferencias,  sectorial tesoro nacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3004750.45,0.0,0.0,1428156.0,0.0,  ingresos y transferencias   estudio de prospeccion y exploracion y prefactibil  sectorial tesoro nacional
1179,   estudio de prospeccion y exploracion y prefactibilidad de explotacion del area minera tola norte,  ingresos y transferencias,  tesoro nacional,9808.76,212314.86000000004,9808.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ingresos y transferencias   estudio de prospeccion y exploracion y prefactibilidad de explotacion del area minera tola norte  tesoro nacional
1180,   estudio de prospeccion y exploracion y prefactibilidad de explotacion nivel conceptual del area minera llurimag,  ingresos y transferencias,  sectorial tesoro nacional,0.0,0.0,0.0,0.0,1424317.76,0.0,799422.98,2839787.49,814550.98,0.0,0.0,0.0,0.0,0.0,0.0,  ingresos y transferencias   estudio de prospeccion y exploracion y prefactibilidad de explotacion nivel conceptual del area minera llurimag  sectorial tesoro nacional
1181,   estudio de prospeccion y exploracion y prefactibilidad de explotacion nivel conceptual del area minera llurimag,  ingresos y transferencias,  tesoro nacional,494766.83,1408818.42,494766.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ingresos y transferencias   estudio de prospeccion y exploracion y prefactibilidad de explotacion nivel conceptual del area minera llurimag  tesoro nacional
1182,   estudio de usabilidad de un centro de informacion inteligente para recorridos virtuales de personas con discapacid,  universidad de las fuerzas armadas espe,  sectorial educacion,0.0,2541.92,0.0,2541.92,3177.52,2541.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad de las fuerzas armadas espe   estudio de usabilidad de un centro de informacion inteligente para recorridos virtuales de personas con discapacid  sectorial educacion
1183,   estudio definitivo del puente guamani,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,107887.67999999996,169817.32,107887.67999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudio definitivo del puente guamani  sectorial  comunicaciones
1184,   estudio definitivo para el puente reventador,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,0.0,1203151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudio definitivo para el puente reventador  sectorial  comunicaciones
1185,   estudio definitivo para el puente reventador,  ministerio de transporte y obras publicas,  sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,312023.4,908722.8700000001,312023.4,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudio definitivo para el puente reventador  sectorial comunicaciones
1186,   estudio definitivo para la carretera ambatopasael corazon tramo ambatopasa limite provincial (tungurahuacoto,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,216912.0,1301472.0,216912.0,0.0,607651.7000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudio definitivo para la carretera ambatopasael corazon tramo ambatopasa limite provincial (tungurahuacoto  sectorial  comunicaciones
1187,   estudio del perfil academico  biopsicologico y socioeconomico de los estudiantes que ingresan a las carreras de,  escuela superior politecnica agropecuaria de manabi manuel felix lopez,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,4400.0,2000.0,1799.8,10299.9,1799.8,  escuela superior politecnica agropecuaria de manabi manuel felix lopez   estudio del perfil academico  biopsicologico y socioeconomico de los estudiantes que ingresan a las carreras de  sectorial educacion
1188,   estudio del perfil academico biopsicologico y socioeconomico de los estudiantes que ingresan a las carreras de g,  escuela superior politecnica agropecuaria de manabi manuel felix lopez,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,1903.89,21801.900000000005,1903.89,0.0,0.0,0.0,0.0,0.0,0.0,  escuela superior politecnica agropecuaria de manabi manuel felix lopez   estudio del perfil academico biopsicologico y socioeconomico de los estudiantes que ingresan a las carreras de g  sectorial educacion
1189,   estudio del proyecto multiproposito matalacasa viejanambacola,  ministerio del ambiente y agua,  sectorial ambiente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio del ambiente y agua   estudio del proyecto multiproposito matalacasa viejanambacola  sectorial ambiente
1190,   estudio del puente en la carretera jivino verdesh,  ministerio de transporte y obras publicas,  sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudio del puente en la carretera jivino verdesh  sectorial comunicaciones
1191,   estudio del puente en la carretera jivino verdeshushufindi : santa fe de  metros longitud,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,0.0,241458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudio del puente en la carretera jivino verdeshushufindi : santa fe de  metros longitud  sectorial  comunicaciones
1192,   estudio del puente en la carretera jivino verdeshushufindi : santa fe de  metros longitud,  ministerio de transporte y obras publicas,  sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271924.92000000004,0.0,0.0,160972.56,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudio del puente en la carretera jivino verdeshushufindi : santa fe de  metros longitud  sectorial comunicaciones
1193,   estudio e implementacion de normas de seguridad y salud para los servidores y trabajadores del gobierno autonomo,  escuela superior politecnica agropecuaria de manabi manuel felix lopez,  sectorial educacion,4638.32,18900.0,4638.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  escuela superior politecnica agropecuaria de manabi manuel felix lopez   estudio e implementacion de normas de seguridad y salud para los servidores y trabajadores del gobierno autonomo  sectorial educacion
1194,   estudio epidemiologico laboratorial de las helmintosis estrongiloidosis en poblacion general e inmunosuprimido,  universidad central del ecuador,  sectorial educacion,42464.96000000001,68224.8,42570.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad central del ecuador   estudio epidemiologico laboratorial de las helmintosis estrongiloidosis en poblacion general e inmunosuprimido  sectorial educacion
1195,   estudio ingenieria de detalle de obras emergentes en los accesos al puente sobre el rio upano ubicadas en la ca,  ministerio de transporte y obras publicas,  sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudio ingenieria de detalle de obras emergentes en los accesos al puente sobre el rio upano ubicadas en la ca  sectorial comunicaciones
1196,   estudio para el monitoreo y rehabilitacion de una vivienda social en guayaquil para mejorar las condiciones de,  instituto de investigacion geologico y energetico,  sectorial recursos naturales,0.0,0.0,0.0,50702.44,371350.93000000005,174859.88,306343.8,674970.95,306343.8,880.3,2640.9,880.3,0.0,440.15,0.0,  instituto de investigacion geologico y energetico   estudio para el monitoreo y rehabilitacion de una vivienda social en guayaquil para mejorar las condiciones de  sectorial recursos naturales
1197,   estudio para el monitoreo y rehabilitacion de una vivienda social en guayaquil para mejorar las condiciones de,  instituto nacional de eficiencia energetica y energias renovables,  sectorial recursos naturales,0.0,0.0,0.0,205350.25,1087774.9700000002,205350.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  instituto nacional de eficiencia energetica y energias renovables   estudio para el monitoreo y rehabilitacion de una vivienda social en guayaquil para mejorar las condiciones de  sectorial recursos naturales
1198,   estudio para la implementacion de una planta de generacion electrica y cogeneracion a partir de biomasa,  instituto nacional de preinversion,  sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  instituto nacional de preinversion   estudio para la implementacion de una planta de generacion electrica y cogeneracion a partir de biomasa  sectorial administrativo
1199,   estudio para la implementacion del centro de monitoreo piloto de depositos de relaves aplicado a minas de gran escala en ecuador,  instituto de investigacion geologico y energetico,  sectorial recursos naturales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313764.0,0.0,  instituto de investigacion geologico y energetico   estudio para la implementacion del centro de monitoreo piloto de depositos de relaves aplicado a minas de gran escala en ecuador  sectorial recursos naturales
1200,   estudio paso lateral de shell y mera desde el puente sobre ro pindo grande (km. + de la va puyobaos) hasta el puente del ro mangayacu (l =  km.) y la ampliacin a  carriles del tramo puyo,  ministerio de transporte y obras publicas,  sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010249.4800000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudio paso lateral de shell y mera desde el puente sobre ro pindo grande (km. + de la va puyobaos) hasta el puente del ro mangayacu (l =  km.) y la ampliacin a  carriles del tramo puyo  sectorial comunicaciones
1201,   estudio programa de puentes,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,0.0,0.0,0.0,1117136.14,2481396.5900000003,1574698.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudio programa de puentes  sectorial  comunicaciones
1202,   estudio programa de puentes,  ministerio de transporte y obras publicas,  sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudio programa de puentes  sectorial comunicaciones
1203,   estudio y diseno de proyectos,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,3935971.75,60755319.94999999,4268371.75,87815.02,17029842.950000003,819606.8400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudio y diseno de proyectos  sectorial  comunicaciones
1204,   estudio y diseno de proyectos,  ministerio de transporte y obras publicas,  sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,2571091.7,15156020.43,2972647.8600000003,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   estudio y diseno de proyectos  sectorial comunicaciones
1205,   estudio y diseno de proyectos unach,  universidad nacional de chimborazo,  sectorial educacion,0.0,0.0,0.0,0.0,1365004.25,0.0,297360.0,1164223.5499999998,297360.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad nacional de chimborazo   estudio y diseno de proyectos unach  sectorial educacion
1206,   estudio y diseno definitivo para la construccion del puente carrozable sobre el rio guangantza parroquia sinai c,  secretaria tecnica de la circunscripcion territorial especial amazonica,  sectorial  ambiente,0.0,0.0,0.0,1725.54,61835.84999999999,16105.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  secretaria tecnica de la circunscripcion territorial especial amazonica   estudio y diseno definitivo para la construccion del puente carrozable sobre el rio guangantza parroquia sinai c  sectorial  ambiente
1207,   estudio y diseno definitivo para la construccion del puente carrozable sobre el rio guangantza parroquia sinai canton morona provincia de morona santiago,  instituto para el ecodesarrollo de la region amazonica ecorae,  sectorial  ambiente,0.0,225995.3,0.0,0.0,164895.59999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  instituto para el ecodesarrollo de la region amazonica ecorae   estudio y diseno definitivo para la construccion del puente carrozable sobre el rio guangantza parroquia sinai canton morona provincia de morona santiago  sectorial  ambiente
1208,"   estudio y diseno definitivo para la construccion del puente carrozable sobre el rio guangantza parroquia sinai canton morona provincia de morona santiago
",  instituto para el ecodesarrollo de la region amazonica ecorae,  sectorial  ambiente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  instituto para el ecodesarrollo de la region amazonica ecorae   estudio y diseno definitivo para la construccion del puente carrozable sobre el rio guangantza parroquia sinai canton morona provincia de morona santiago
  sectorial  ambiente"
