,proyecto,entidad,sectorial,P2017,C2017,D2017,P2018,C2018,D2018,P2019,C2019,D2019,P2020,C2020,D2020,P2021,C2021,D2021,text
1552,   fortalecimiento de las capacidades del sistema de vigilancia  alarma ycontrol del espacio aereo nacional (radare,  ministerio de defensa nacional,  sectorial defensa nacional,70407533.6,327578207.4,70470313.6,299945.4,7160036.0,401572.23,403970.46,5067885.380000001,470235.98,0.0,0.0,0.0,3520000.0,48915510.34,17600000.0,  ministerio de defensa nacional   fortalecimiento de las capacidades del sistema de vigilancia  alarma ycontrol del espacio aereo nacional (radare  sectorial defensa nacional
1553,   fortalecimiento de las capacidades en ciencia tecnologia investigacion e innovacion de las instituciones de edu,  escuela superior politecnica del chimborazo,  sectorial educacion,249120.08,3039395.1600000006,249120.08,0.0,0.0,0.0,0.0,0.0,0.0,278349.04000000004,879908.27,549049.04,0.0,466539.49,0.0,  escuela superior politecnica del chimborazo   fortalecimiento de las capacidades en ciencia tecnologia investigacion e innovacion de las instituciones de edu  sectorial educacion
1554,   fortalecimiento de las capacidades en ciencia tecnologia investigacion e innovacion de las instituciones de edu,  escuela superior politecnica del litoral,  sectorial educacion,624575.96,812178.91,624575.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  escuela superior politecnica del litoral   fortalecimiento de las capacidades en ciencia tecnologia investigacion e innovacion de las instituciones de edu  sectorial educacion
1555,   fortalecimiento de las capacidades en ciencia tecnologia investigacion e innovacion de las instituciones de edu,  universidad  estatal  de cuenca,  sectorial educacion,0.0,3516415.0399999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad  estatal  de cuenca   fortalecimiento de las capacidades en ciencia tecnologia investigacion e innovacion de las instituciones de edu  sectorial educacion
1556,   fortalecimiento de las capacidades en ciencia tecnologia investigacion e innovacion de las instituciones de edu,  universidad tecnica de ambato,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad tecnica de ambato   fortalecimiento de las capacidades en ciencia tecnologia investigacion e innovacion de las instituciones de edu  sectorial educacion
1557,   fortalecimiento de las capacidades en cienciatecnologiainvestigacion e innovacion de las instituciones de edu,  universidad central del ecuador,  sectorial educacion,0.0,14881832.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad central del ecuador   fortalecimiento de las capacidades en cienciatecnologiainvestigacion e innovacion de las instituciones de edu  sectorial educacion
1558,   fortalecimiento de las capacidades en cienciatecnologiainvestigacion e innovacion de las instituciones de edu,  universidad tecnica de ambato,  sectorial educacion,1862600.5000000002,6202774.2700000005,1862600.5000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad tecnica de ambato   fortalecimiento de las capacidades en cienciatecnologiainvestigacion e innovacion de las instituciones de edu  sectorial educacion
1559,   fortalecimiento de las capacidades estudiantiles en apoyo a la formacion ,  universidad de las fuerzas armadas espe,  sectorial educacion,1924709.2399999998,6566551.949999999,2020620.7,77963.68,128597.81,77963.68,0.0,4911.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad de las fuerzas armadas espe   fortalecimiento de las capacidades estudiantiles en apoyo a la formacion   sectorial educacion
1560,   fortalecimiento de las capacidades institucionales para contribuir con la seguridad a la navegacion desarrollo d,  instituto oceanografico y antartico de la armada,  sectorial defensa nacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47868736.0,48000000.0,47868736.0,  instituto oceanografico y antartico de la armada   fortalecimiento de las capacidades institucionales para contribuir con la seguridad a la navegacion desarrollo d  sectorial defensa nacional
1561,   fortalecimiento de las capacidades tecnicas  logi,  instituto antartico ecuatoriano,  sectorial defensa nacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166608.0,0.0,0.0,0.0,0.0,  instituto antartico ecuatoriano   fortalecimiento de las capacidades tecnicas  logi  sectorial defensa nacional
1562,   fortalecimiento de las capacidades tecnicas  logisticas y de investigacion cientifica  para la estacion cientifi,  instituto antartico ecuatoriano,  sectorial defensa nacional,0.0,0.0,0.0,210932.83000000002,2390519.98,381039.96,1356802.6099999999,4135037.7199999997,1486302.6099999999,0.0,0.0,0.0,0.0,0.0,0.0,  instituto antartico ecuatoriano   fortalecimiento de las capacidades tecnicas  logisticas y de investigacion cientifica  para la estacion cientifi  sectorial defensa nacional
1563,   fortalecimiento de las capacidades tecnicas logisticas y de investigacion cientifica para la estacion cientifica,  instituto oceanografico y antartico de la armada,  sectorial defensa nacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195923.9,1166608.0,391847.8,129815.85,2880182.76,142638.25,  instituto oceanografico y antartico de la armada   fortalecimiento de las capacidades tecnicas logisticas y de investigacion cientifica para la estacion cientifica  sectorial defensa nacional
1564,   fortalecimiento de los laboratorios de docencia e investigacion de la carrera de textiles de la universidad tecn,  universidad tecnica del norte,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246316.0,0.0,  universidad tecnica del norte   fortalecimiento de los laboratorios de docencia e investigacion de la carrera de textiles de la universidad tecn  sectorial educacion
1565,   fortalecimiento de los laboratorios para el desarrollo de la capacidad analitica de los estudiantes de las difer,  universidad estatal de bolivar,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80404.99,886715.3999999999,80404.99,484299.75,3935238.2399999993,540169.75,  universidad estatal de bolivar   fortalecimiento de los laboratorios para el desarrollo de la capacidad analitica de los estudiantes de las difer  sectorial educacion
1566,   fortalecimiento de los procesos de educomunicacion universitaria a traves del equipamiento tecnologico e impleme,  universidad tecnica del norte,  sectorial educacion,0.0,0.0,0.0,0.0,468707.84,0.0,0.0,0.0,0.0,0.0,3599981.28,0.0,671425.08,4799975.04,671425.08,  universidad tecnica del norte   fortalecimiento de los procesos de educomunicacion universitaria a traves del equipamiento tecnologico e impleme  sectorial educacion
1567,   fortalecimiento de los sistemas productivos en com,  universidad tecnica de cotopaxi,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75196.22,0.0,0.0,0.0,0.0,  universidad tecnica de cotopaxi   fortalecimiento de los sistemas productivos en com  sectorial educacion
1568,   fortalecimiento de los sistemas productivos en comunidades de la provincia de cotopaxi a traves de la generacion,  universidad tecnica de cotopaxi,  sectorial educacion,16122.39,53553.93,19199.33,42340.05,286843.33999999997,55692.880000000005,8260.06,114332.68999999999,10976.29,0.0,0.0,0.0,19535.34,50490.22000000001,21890.34,  universidad tecnica de cotopaxi   fortalecimiento de los sistemas productivos en comunidades de la provincia de cotopaxi a traves de la generacion  sectorial educacion
1569,   fortalecimiento de pequenos productores de banano organico integracion de actores manejo sostenible de plagas y,  instituto nacional de investigaciones agropecuarias    i.n.i.a.p.,  sectorial agropecuario,101936.33,284323.6,102289.58,6023.96,317887.92000000004,6023.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  instituto nacional de investigaciones agropecuarias    i.n.i.a.p.   fortalecimiento de pequenos productores de banano organico integracion de actores manejo sostenible de plagas y  sectorial agropecuario
1570,   fortalecimiento de servicios de actividad registral a nivel nacional,  direccion nacional de registro de datos publicos,  sectorial  comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  direccion nacional de registro de datos publicos   fortalecimiento de servicios de actividad registral a nivel nacional  sectorial  comunicaciones
1571,"   fortalecimiento de servicios inclusivos y redes de apoyo para personas con discapacidad en ecuador
",  ministerio de inclusion economica y social,  sectorial bienestar social,20780.040000000005,2141778.1899999995,21187.860000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  ministerio de inclusion economica y social   fortalecimiento de servicios inclusivos y redes de apoyo para personas con discapacidad en ecuador
  sectorial bienestar social"
1572,"   fortalecimiento de servicios inclusivos y redes de apoyo para personas con discapacidad en ecuador
",  ministerio de telecomunicaciones y de la sociedad de la informacion,  sectorial  comunicaciones,187889.25,575902.1400000002,188014.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  ministerio de telecomunicaciones y de la sociedad de la informacion   fortalecimiento de servicios inclusivos y redes de apoyo para personas con discapacidad en ecuador
  sectorial  comunicaciones"
1573,"   fortalecimiento de servicios inclusivos y redes de apoyo para personas con discapacidad en ecuador
",  secretaria de gestion de riesgos,  sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  secretaria de gestion de riesgos   fortalecimiento de servicios inclusivos y redes de apoyo para personas con discapacidad en ecuador
  sectorial administrativo"
1574,"   fortalecimiento de servicios inclusivos y redes de apoyo para personas con discapacidad en ecuador
",  secretaria tecnica del plan toda una vida,  sectorial administrativo,221182.96999999997,368396.43,221182.96999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  secretaria tecnica del plan toda una vida   fortalecimiento de servicios inclusivos y redes de apoyo para personas con discapacidad en ecuador
  sectorial administrativo"
1575,"   fortalecimiento de servicios inclusivos y redes de apoyo para personas con discapacidad en ecuador
",  secretaria tecnica para la gestion inclusiva en discapacidades,  sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  secretaria tecnica para la gestion inclusiva en discapacidades   fortalecimiento de servicios inclusivos y redes de apoyo para personas con discapacidad en ecuador
  sectorial administrativo"
1576,   fortalecimiento del abordaje integral de situacion,  ministerio de educacion,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de educacion   fortalecimiento del abordaje integral de situacion  sectorial educacion
1577,   fortalecimiento del abordaje integral de situaciones de violencia detectadas o cometidas en el sistema nacional,  ministerio de educacion,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,2228392.04,24277767.67,3097990.4800000004,2004922.27,23170993.14,2200659.86,1158942.71,9983286.850000001,1164391.15,  ministerio de educacion   fortalecimiento del abordaje integral de situaciones de violencia detectadas o cometidas en el sistema nacional  sectorial educacion
1578,   fortalecimiento del acceso a los servicios de salud a traves de la gestion operativa del ministerio de salud publico,  ministerio de salud publica,  sectorial salud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525614619.21000004,972485656.0000001,551618708.0799999,  ministerio de salud publica   fortalecimiento del acceso a los servicios de salud a traves de la gestion operativa del ministerio de salud publico  sectorial salud
1579,   fortalecimiento del area de certificacion para asumir las competencias de entrega de aval en la preinversion.,  instituto nacional de preinversion,  sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  instituto nacional de preinversion   fortalecimiento del area de certificacion para asumir las competencias de entrega de aval en la preinversion.  sectorial administrativo
1580,   fortalecimiento del area de la biblioteca y gestion de la informacion para mejorar los servicios que brindan a l,  universidad estatal del sur de manabi,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311034.60000000003,0.0,0.0,311034.60000000003,0.0,  universidad estatal del sur de manabi   fortalecimiento del area de la biblioteca y gestion de la informacion para mejorar los servicios que brindan a l  sectorial educacion
1581,   fortalecimiento del conocimiento y talento humano,  instituto de fomento al talento humano,  sectorial educacion,0.0,0.0,0.0,554412453.51,1102417127.8,593890171.4399999,566703303.6600001,905130600.2600001,577542243.6400001,114055487.96,530837445.25999993,134569899.99,0.0,35626975.32,0.0,  instituto de fomento al talento humano   fortalecimiento del conocimiento y talento humano  sectorial educacion
1582,   fortalecimiento del conocimiento y talento humano,  secretaria de educacion superior ciencia tecnologia e innovacion,  sectorial educacion,0.0,0.0,0.0,1511082.34,265176224.26,1913454.83,1621527.9,197324789.02999997,1741795.5599999998,43772916.1,408097513.11999995,56085915.230000004,238471159.44,634325382.14,243071336.4,  secretaria de educacion superior ciencia tecnologia e innovacion   fortalecimiento del conocimiento y talento humano  sectorial educacion
1583,"   fortalecimiento del conocimiento y talento humano
",  instituto de fomento al talento humano,  sectorial educacion,576602760.21,824423953.0,586063292.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  instituto de fomento al talento humano   fortalecimiento del conocimiento y talento humano
  sectorial educacion"
1584,"   fortalecimiento del conocimiento y talento humano
",  secretaria de educacion superior ciencia tecnologia e innovacion,  sectorial educacion,5148970.359999999,773564897.1899999,5591111.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  secretaria de educacion superior ciencia tecnologia e innovacion   fortalecimiento del conocimiento y talento humano
  sectorial educacion"
1585,   fortalecimiento del entorno virtual de aprendizaje mediante la incorporacion de recursos tecnologicos en el cent,  universidad estatal del sur de manabi,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203054.38,0.0,  universidad estatal del sur de manabi   fortalecimiento del entorno virtual de aprendizaje mediante la incorporacion de recursos tecnologicos en el cent  sectorial educacion
1586,   fortalecimiento del equipamiento de las estaciones bomberiles afectadas por el terremoto del a,  servicio nacional de gestion de riesgos y emergencias,  sectorial administrativo,0.0,0.0,0.0,0.0,61131145.60000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  servicio nacional de gestion de riesgos y emergencias   fortalecimiento del equipamiento de las estaciones bomberiles afectadas por el terremoto del a  sectorial administrativo
1587,   fortalecimiento del hospital universitario andino,  universidad nacional de chimborazo,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,1600000.0,3200000.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad nacional de chimborazo   fortalecimiento del hospital universitario andino  sectorial educacion
