,target,sdg,text
90,G11T1,G11,lograr que las ciudades sean mas inclusivas seguras resilientes y sostenibles de aqui a asegurar el acceso de todas las personas a viviendas y servicios basicos adecuados seguros y asequibles y mejorar los barrios marginales lograr que las ciudades sean mas inclusivas seguras resilientes y sostenibles
91,G11T2,G11,lograr que las ciudades sean mas inclusivas seguras resilientes y sostenibles de aqui a proporcionar acceso a sistemas de transporte seguros asequibles accesibles y sostenibles para todos y mejorar la seguridad vial en particular mediante la ampliacion del transporte publico prestando especial atencion a las necesidades de las personas en situacion de vulnerabilidad las mujeres los ninos las personas con discapacidad y las personas de edad lograr que las ciudades sean mas inclusivas seguras resilientes y sostenibles
92,G11T3,G11,lograr que las ciudades sean mas inclusivas seguras resilientes y sostenibles de aqui a aumentar la urbanizacion inclusiva y sostenible y la capacidad para la planificacion y la gestion participativas integradas y sostenibles de los asentamientos humanos en todos los paises lograr que las ciudades sean mas inclusivas seguras resilientes y sostenibles
93,G11T4,G11,lograr que las ciudades sean mas inclusivas seguras resilientes y sostenibles redoblar los esfuerzos para proteger y salvaguardar el patrimonio cultural y natural del mundo lograr que las ciudades sean mas inclusivas seguras resilientes y sostenibles
94,G11T5,G11,lograr que las ciudades sean mas inclusivas seguras resilientes y sostenibles de aqui a reducir significativamente el numero de muertes causadas por los desastres incluidos los relacionados con el agua y de personas afectadas por ellos y reducir considerablemente las perdidas economicas directas provocadas por los desastres en comparacion con el producto interno bruto mundial haciendo especial hincapie en la proteccion de los pobres y las personas en situaciones de vulnerabilidad lograr que las ciudades sean mas inclusivas seguras resilientes y sostenibles
95,G11T6,G11,lograr que las ciudades sean mas inclusivas seguras resilientes y sostenibles de aqui a reducir el impacto ambiental negativo per capita de las ciudades incluso prestando especial atencion a la calidad del aire y la gestion de los desechos municipales y de otro tipo lograr que las ciudades sean mas inclusivas seguras resilientes y sostenibles
96,G11T7,G11,lograr que las ciudades sean mas inclusivas seguras resilientes y sostenibles de aqui a proporcionar acceso universal a zonas verdes y espacios publicos seguros inclusivos y accesibles en particular para las mujeres y los ninos las personas de edad y las personas con discapacidad lograr que las ciudades sean mas inclusivas seguras resilientes y sostenibles
97,G11T8,G11,lograr que las ciudades sean mas inclusivas seguras resilientes y sostenibles apoyar los vinculos economicos sociales y ambientales positivos entre las zonas urbanas periurbanas y rurales fortaleciendo la planificacion del desarrollo nacional y regional lograr que las ciudades sean mas inclusivas seguras resilientes y sostenibles
98,G11T9,G11,lograr que las ciudades sean mas inclusivas seguras resilientes y sostenibles de aqui a aumentar considerablemente el numero de ciudades y asentamientos humanos que adoptan e implementan politicas y planes integrados para promover la inclusion el uso eficiente de los recursos la mitigacion del cambio climatico y la adaptacion a el y la resiliencia ante los desastres y desarrollar y poner en practica en consonancia con el marco de sendai para la reduccion del riesgo de desastres la gestion integral de los riesgos de desastre a todos los niveles lograr que las ciudades sean mas inclusivas seguras resilientes y sostenibles
99,G11T10,G11,lograr que las ciudades sean mas inclusivas seguras resilientes y sostenibles proporcionar apoyo a los paises menos adelantados incluso mediante asistencia financiera y tecnica para que puedan construir edificios sostenibles y resilientes utilizando materiales locales lograr que las ciudades sean mas inclusivas seguras resilientes y sostenibles
100,G12T1,G12,garantizar modalidades de consumo y produccion sostenibles aplicar el marco decenal de programas sobre modalidades de consumo y produccion sostenibles con la participacion de todos los paises y bajo el liderazgo de los paises desarrollados teniendo en cuenta el grado de desarrollo y las capacidades de los paises en desarrollo garantizar modalidades de consumo y produccion sostenibles
101,G12T2,G12,garantizar modalidades de consumo y produccion sostenibles de aqui a lograr la gestion sostenible y el uso eficiente de los recursos naturales garantizar modalidades de consumo y produccion sostenibles
102,G12T3,G12,garantizar modalidades de consumo y produccion sostenibles de aqui a reducir a la mitad el desperdicio de alimentos per capita mundial en la venta al por menor y a nivel de los consumidores y reducir las perdidas de alimentos en las cadenas de produccion y suministro incluidas las perdidas posteriores a la cosecha garantizar modalidades de consumo y produccion sostenibles
103,G12T4,G12,garantizar modalidades de consumo y produccion sostenibles de aqui a lograr la gestion ecologicamente racional de los productos quimicos y de todos los desechos a lo largo de su ciclo de vida de conformidad con los marcos internacionales convenidos y reducir significativamente su liberacion a la atmosfera el agua y el suelo a fin de minimizar sus efectos adversos en la salud humana y el medio ambiente garantizar modalidades de consumo y produccion sostenibles
104,G12T5,G12,garantizar modalidades de consumo y produccion sostenibles de aqui a reducir considerablemente la generacion de desechos mediante actividades de prevencion reduccion reciclado y reutilizacion garantizar modalidades de consumo y produccion sostenibles
105,G12T6,G12,garantizar modalidades de consumo y produccion sostenibles alentar a las empresas en especial las grandes empresas y las empresas transnacionales a que adopten practicas sostenibles e incorporen informacion sobre la sostenibilidad en su ciclo de presentacion de informes garantizar modalidades de consumo y produccion sostenibles
106,G12T7,G12,garantizar modalidades de consumo y produccion sostenibles promover practicas de adquisicion publica que sean sostenibles de conformidad con las politicas y prioridades nacionales garantizar modalidades de consumo y produccion sostenibles
107,G12T8,G12,garantizar modalidades de consumo y produccion sostenibles de aqui a asegurar que las personas de todo el mundo tengan la informacion y los conocimientos pertinentes para el desarrollo sostenible y los estilos de vida en armonia con la naturaleza garantizar modalidades de consumo y produccion sostenibles
108,G12T9,G12,garantizar modalidades de consumo y produccion sostenibles ayudar a los paises en desarrollo a fortalecer su capacidad cientifica y tecnologica para avanzar hacia modalidades de consumo y produccion mas sostenibles garantizar modalidades de consumo y produccion sostenibles
109,G12T10,G12,garantizar modalidades de consumo y produccion sostenibles elaborar y aplicar instrumentos para vigilar los efectos en el desarrollo sostenible a fin de lograr un turismo sostenible que cree puestos de trabajo y promueva la cultura y los productos locales garantizar modalidades de consumo y produccion sostenibles
110,G12T11,G12,garantizar modalidades de consumo y produccion sostenibles racionalizar los subsidios ineficientes a los combustibles fosiles que fomentan el consumo antieconomico eliminando las distorsiones del mercado de acuerdo con las circunstancias nacionales incluso mediante la reestructuracion de los sistemas tributarios y la eliminacion gradual de los subsidios perjudiciales cuando existan para reflejar su impacto ambiental teniendo plenamente en cuenta las necesidades y condiciones especificas de los paises en desarrollo y minimizando los posibles efectos adversos en su desarrollo de manera que se proteja a los pobres y a las comunidades afectadas garantizar modalidades de consumo y produccion sostenibles
