,target,sdg,text
3378,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de vias en quero incremento de infraestructura del transporte vial
3379,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de la carretera san clementesan jacintodesembocadura del rio portoviejolas gilcescrucitajaramijomanta incremento de infraestructura del transporte vial
3380,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente en la carretera jivino verde shushufindi santa fe de mts incremento de infraestructura del transporte vial
3381,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del anillo vial de pedernales incremento de infraestructura del transporte vial
3382,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas el tambo ingapircahonorato vazquezcanar km incremento de infraestructura del transporte vial
3383,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente qda san carlos longitud ubicado en la via alausi huigra el triunfo incremento de infraestructura del transporte vial
3384,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion paso lateral de yantzaza incremento de infraestructura del transporte vial
3385,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion mantenimiento y fiscalizacion de la c guanujo echeandia incluye puentes salinas y charquiyacu incremento de infraestructura del transporte vial
3386,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento carretera pedernales san vicente rehabilitacion y mantenimiento carretera pedernales san vicente corredor arterial de km incluido paso lateral canoa incremento de infraestructura del transporte vial
3387,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas trabajos anillo vial santo domingo reconstruccion de la via nuevo israel los naranjos puerto limon luz de america de km incremento de infraestructura del transporte vial
3388,Sin Clasificar,Sin Clasificar,"ministerio de transporte y obras publicas rehabilitacion meses mtto meses car ""y"" de tababuela san lorenzo esmeraldas pedernales de km de long prov de imbabura esmeralda y manabi incremento de infraestructura del transporte vial"
3389,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion y mantenimiento de la via mendez san jose de morona incremento de infraestructura del transporte vial
3390,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas sto domingobabahoyojujan incremento de infraestructura del transporte vial
3391,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion y mantenimiento de la via tres marias estero canaveral baba y paso lateral de baba incluido construccion del puente junquillo de incremento de infraestructura del transporte vial
3392,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion y mejoramiento meses mtto meses carretera de la via del pacifico corredor arterial tramo santa elena bahia de caraquez de km incremento de infraestructura del transporte vial
3393,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion y mantenimiento de la c alausi huigra de km y accesos a la moya san antonio de montalvo achupallas de km incremento de infraestructura del transporte vial
3394,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion durante meses y mantenimiento durante meses de la carretera gualaceolimon tramo gualaceoplan de milagro incremento de infraestructura del transporte vial
3395,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas terminos de referencia para realizar estudios de factibilidad impactos ambientales e ingenieria preliminares para la autopista manta ? guayaquil de aproximadamente km de longitud ubicada en las provincias de manabi y guayas incremento de infraestructura del transporte vial
3396,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudio de factibilidad impactos ambientales e ingenieria definitivos para la rectificacion mejoramiento y ampliacion del proyecto san pablochillanes ubicado en la provincia de bolivar incremento de infraestructura del transporte vial
3397,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas santo domingoesmeraldas incremento de infraestructura del transporte vial
3398,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios enlace carretera el saladotarqui incremento de infraestructura del transporte vial
3399,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas terminos de referencia para contratar los estudios de factibilidad impacto ambiental e ingenieria definitivos de la carretera mitad del mundocalacalila independencia incremento de infraestructura del transporte vial
3400,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion y fiscalizacion del paso lateral de guaranda y ambato incremento de infraestructura del transporte vial
3401,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion y mantenimiento de la c naranjal rio siete de km incremento de infraestructura del transporte vial
3402,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas ampliacion y mejoramiento de la avenida de abril de la ciudad de azogues incremento de infraestructura del transporte vial
3403,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas proyecto de fortalecimiento institucional incremento de infraestructura del transporte vial
3404,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de la autopista quevedo babahoyo jujan y paso lateral de jujan incremento de infraestructura del transporte vial
3405,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del muro de proteccion en la rivera derecha del rio napo y prolongacion de la calle velasco ibarra malecon nuevo rocafuerte incremento de infraestructura del transporte vial
3406,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mejoramiento y rectificacion meses mantenimiento meses de la carretera pedernalescojimies de km incremento de infraestructura del transporte vial
3407,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mesy mntto mescvilcabamba bellavista zumba la balsa trvilcabamba yangana valladolid palanda bellavista kmconstptes sasara honda agua dulce palaluma nanchima incremento de infraestructura del transporte vial
3408,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas auditoria externa programa bid incremento de infraestructura del transporte vial
3409,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas dotacion de tecnologia incremento de infraestructura del transporte vial
3410,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de la carret mantamanaos tramo manta quevedo sub tramo manta ? puente mejia ? san gabriel ? fin variante de san sebastian incremento de infraestructura del transporte vial
3411,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios para la estabilizacion de taludes de la via guasuntoschunchi incremento de infraestructura del transporte vial
3412,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de ingenieria definitivos del puente sobre el rio pindo ubicado en la carretera balsas ? rio pindo provincia de el oro incremento de infraestructura del transporte vial
3413,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas plan nacional de movilidad multimodal incremento de infraestructura del transporte vial
3414,Sin Clasificar,Sin Clasificar,"ministerio de transporte y obras publicas construccion del puente chontayacu ""y"" de narupa hollin lloreto incremento de infraestructura del transporte vial"
3415,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente rurayacu via hollinloretococa incremento de infraestructura del transporte vial
3416,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente negro sobre el rio amarillo y accesos incremento de infraestructura del transporte vial
3417,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente sobre el rio quevedo ubicado en la calle septima y camilo arevalo incremento de infraestructura del transporte vial
3418,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehab y mtto c cuenca molleturo empalme puerto inca naranjal de km incl repar ptes cuenca quinoas parvahurco tamarindo rio platanal tamarindo rio pauji miguir matadero monolitico con pantalla jesus maria incremento de infraestructura del transporte vial
3419,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios para el diseno del punto de control integrado chacras incremento de infraestructura del transporte vial
3420,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de ingenieria definitivos para la construccion de obras de proteccion de proteccion de la ribera del rio macara margen ecuatoriana sector puente internacional canton macara provincia de loja incremento de infraestructura del transporte vial
3421,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de factibilidad impactos ambientales e ingenieria definitivos del puente sobre el rio leon y accesos incremento de infraestructura del transporte vial
3422,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudio y diseno de proyectos incremento de infraestructura del transporte vial
3423,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas ampliacion de la infraestructura de la via concesionada de la via rumichacariobamba varios tramos incremento de infraestructura del transporte vial
3424,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas expropiaciones e indemnizaciones varias carreteras incremento de infraestructura del transporte vial
3425,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de la carretera cahuajipillatecotaloempalme carretera ambato banos incremento de infraestructura del transporte vial
3426,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion y fiscalizacion para la rectificacion de la via chimboel cristaltorneado incremento de infraestructura del transporte vial
3427,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas ampliacion reconstruccion y fiscalizacion de la carretera san antoniola margarita san vicente de kms de longitud ubicado en la provincia de manabi incremento de infraestructura del transporte vial
3428,Sin Clasificar,Sin Clasificar,"ministerio de transporte y obras publicas fiscalizacion de la construccion carretera ""y"" de alamor pindal zapotillo lalamor incluidos puentes gramales paletillas polopolo cascajal huasimo mancora palmeras incremento de infraestructura del transporte vial"
3429,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion de caminos vecinales con carpeta asfaltica y puentes de hormigon en varios sitios de la provincia de los rios incremento de infraestructura del transporte vial
3430,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion de la carretera buenavista vega rivera paccha zaruma incremento de infraestructura del transporte vial
3431,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion de la carretera pueblo viejo alausi de km construccion incremento de infraestructura del transporte vial
3432,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rectificacion y mejoramiento de la carretera quilotoachugchilan en la provincia de cotopaxi incremento de infraestructura del transporte vial
3433,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas complementacion de los estudios de factibilidad impactos ambientales e ingenieria definitivos realizados por la asociacion cal & mayor ? arias y villagomez e inextec cia ltda en la rehabilitacion de la carretera cuenca ? pasaje machala incremento de infraestructura del transporte vial
3434,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de rectificacion mejoramiento y ampliacion del camino vecinal ducur ? gualleturo de km y mejoramiento del camino vecinal jalutapa chontamarca de km incremento de infraestructura del transporte vial
3435,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios definitivos para la rectificacion y mejoramiento de la carretera sigchos ? santo domingo; tramo sigchos ? las pampas alluriquin incremento de infraestructura del transporte vial
3436,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudio de factibilidad impactos ambientales e ingenieria definitivos para la rehabilitacion mejoramiento ampliacion a cuatro carriles y mantenimiento rutinario por dos anos del proyecto naranjal ? rio siete ubicado en la provincia del guayas incremento de infraestructura del transporte vial
3437,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios para la rectificacion y mejoramiento de la carretera joya de los sachasunion milagrenasan antonioyamanunca de km ubicada en las provincias de orellana y sucumbios incremento de infraestructura del transporte vial
3438,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de la autopista santo domingo quevedo incluye anillo vial de santo domingo incremento de infraestructura del transporte vial
3439,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente sobre el rio el eno de mtrs de largo ubicado en la via shushufindi la primavera incremento de infraestructura del transporte vial
3440,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios para la reconstrucccion y mejoramiento de la carretera julio andradeel carmeloel playonsanta barbarala bonitael palmar incluye santa barbarael carmelo incremento de infraestructura del transporte vial
3441,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios para la carretera ?y? del enano pasaje incremento de infraestructura del transporte vial
3442,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del punto integrado chacras incremento de infraestructura del transporte vial
3443,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente qda panama longitud ubicado en la via alausi huigra el triunfo incremento de infraestructura del transporte vial
3444,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion y mantenimiento de la carretera santo domingo de agosto incremento de infraestructura del transporte vial
3445,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion y ampliacion de la carretera bricenola unionsan isidro de kms de longitud ubicado en la provincia de manabi incremento de infraestructura del transporte vial
3446,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente sobre el rioquindigua y accesos ubicados en el canton valencia provincia de los rios incremento de infraestructura del transporte vial
3447,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente sobre el rio lulo y accesos ubicados en el canton valencia provincia de los rios incremento de infraestructura del transporte vial
3448,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion y asfaltado de las calles de tulcan y la parroquia urbana de julio andrade ubicadas en el canton tulcan provincia de carchi incremento de infraestructura del transporte vial
3449,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion rehabilitacion y mantenimiento de la c vilcabambabellavistazumbala balsa tramo bellavistazumbala balsa y construccion de los puentes km rio isimanchi rio zumbayacu y ubicado en la provincia de zamora chinchipe incremento de infraestructura del transporte vial
3450,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de la autopista manta san sebastian ubicada en la provincia de manabi incremento de infraestructura del transporte vial
3451,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento por resultados inmediato de las vias jivino verde shushufindi puerto itaya shushufindila primavera aguarico incremento de infraestructura del transporte vial
3452,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios para el diseno y construccion del edificio de la direccion provincial de el oro incremento de infraestructura del transporte vial
3453,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas fiscalizacion de la construccion pie de talud de la plataforma de la via e tramo camarones tacusa y senalizacion horizontal y vertical tramo redondel aeropuerto ? rio verde de los cantones esmeraldas y rio verde de la provincia de esmeraldas incremento de infraestructura del transporte vial
3454,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas ampliacion de cuatro puentes grupo carretera tramo san lorenzo ? eloy alfaro rio verde esmeraldas incremento de infraestructura del transporte vial
3455,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudio de factibilidad impactos ambientales e ingenieria definitivos para la rehabilitacion mejoramiento ampliacion y mantenimiento rutinario por dos anos del proyecto naranjal ? rio siete ubicado en la provincia del guayas incremento de infraestructura del transporte vial
3456,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios defintivos de validacion de los resultados obtenidos en el estudio de evaluacion funcional y estructural del pavimento del tramo biblian ? zhud de la via de la provincia del canar realizado por ecuatest en el ano mediante la ejecucion de ensayos in situ y en laboratorio y determinacion de las posibles causas del deterioro prematuro del pavimento incremento de infraestructura del transporte vial
3457,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de la carretera colimesolmedo incremento de infraestructura del transporte vial
3458,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion y reforzamiento de la estructura del pavimento de la carretera quevedovalencia la mana ubicada en las provincia de los rios de km incremento de infraestructura del transporte vial
3459,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion de la carretera eje vial la avanzada saracay incremento de infraestructura del transporte vial
3460,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios para la ampliacion de la carretera ambatoguaranda incremento de infraestructura del transporte vial
3461,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas actualizar los estudios del proyecto salinas anconchanduyengunga incremento de infraestructura del transporte vial
3462,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios definitivos para el puente sobre el rio palora ubicado en el canton paulo sexto provincia de morona santiago incremento de infraestructura del transporte vial
3463,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudio definitivo para el puente reventador incremento de infraestructura del transporte vial
3464,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion y mejoramiento c guasuntos chunchi incremento de infraestructura del transporte vial
3465,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudio definitivo para la carretera ambatopasael corazon tramo limite provincial tungurahuacotopaxi incremento de infraestructura del transporte vial
3466,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente san jose carretera baeza ? lago agrio incremento de infraestructura del transporte vial
3467,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente sobre el rio napo ubicado en el camino vecinal coca auca tiwino incremento de infraestructura del transporte vial
3468,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rectificacion y mejoramiento de la c puyo tena tramo santa clara puyo incremento de infraestructura del transporte vial
3469,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas fiscalizacion y construccion para la ampliacion a carriles de la via ambatoguaranda con pavimento rigido incremento de infraestructura del transporte vial
3470,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente garrapal m ubicado en la carretera julio andrade ? la bonita incremento de infraestructura del transporte vial
3471,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas fiscalizacion de los trabajos de rehabilitacion de la carretera cariamanga sozoranga de km de longitud ubicada en la provincia de loja incremento de infraestructura del transporte vial
3472,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion intercambiador de trafico ubicado en la interseccion de las avenidas gran colombia de las americas y ordonez lazo de la ciudad de cuenca incremento de infraestructura del transporte vial
3473,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de ingeniria definitivos para las paradas de bus viseras y pasos peatonales para la via santo domingoel carmen ubicado en las provincias de santo domingo de los tsachilas y manabi incremento de infraestructura del transporte vial
3474,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de factibilidad impactos ambientales e ingenieria definitivos del anillo vial de lago agrio con una longitud aproximada de km ubicada en las provincia de sucumbios incremento de infraestructura del transporte vial
3475,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion y mantenimiento por dos anos de la via entrada a pambilarla crespaflavio alfaro tr y tr incremento de infraestructura del transporte vial
3476,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion y mejoramiento de la carretera maldonado chical penas blancas san marcos l km incremento de infraestructura del transporte vial
3477,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas distribuidor de trafico en la via jipijapa portoviejo y via puerto cayo ubicada en la provincia de manabi de una longitud de m incremento de infraestructura del transporte vial
3478,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de la carretera salinas engunga tramo salinaspunta carnero punta carnero chanduy chanduy engunga punta carnero ubicado en la provincia de santa elena incremento de infraestructura del transporte vial
3479,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas terminacion y mantenimiento de la carretera quiroga pichincha tramo km incluido puente carrizal de km incremento de infraestructura del transporte vial
3480,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas desarrollo tecnico en planificacion vial incremento de infraestructura del transporte vial
3481,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de dos pasos peatonales ubicados en la via guayaquil daule provincia del guayas incremento de infraestructura del transporte vial
3482,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion c cumbe ona tramo cumbe la jarata de km incremento de infraestructura del transporte vial
3483,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion y fiscalizacion del puente sobre el rio pajan en la poblacion de guale ubicado en la provincia de manabi incremento de infraestructura del transporte vial
3484,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de factibilidad impactos ambientales e ingenieria definitivos de los pasos laterales en los recintos nuevo israel y las delicias en la carretera santo domingo el carmen ubicado en la provincia de santo domingo de los tsachilas incremento de infraestructura del transporte vial
3485,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion y mejoramiento de las calles de julio macara santa cruz santa maria loja colon ferrer contero alcala azogues vasquez de avila manabi benjamin carrion pio jaramillo alvarado chiriboga y cofanes de km de longitud ubicada en la provincia de sucumbios incremento de infraestructura del transporte vial
3486,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de factibilidad impactos ambientales e ingenieria definitivos de la carretera de enlace del sitio pajonal con la ruta e en el tramo san clemente bahia de caraquez long km en la provincia de manabi incremento de infraestructura del transporte vial
3487,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas senalizacion turistica incremento de infraestructura del transporte vial
3488,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de los sitios inestables y evaluacion del pavimento de la via matrama mazar ubicada en la provincia del canar incremento de infraestructura del transporte vial
3489,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente sobre el rio chota y sus accesos viales ubicado aproximadamente en el km de la panamericana norte en el sector tumbatu canton bolivar provincia del carchi incremento de infraestructura del transporte vial
3490,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de factibilidad impactos ambientales e ingenieria definitivos para la ampliacin a carriles de la carretera nueva loja jivino verde shushufindi puerto itaya de km de logitud ubicado en el canton shuhsufindi provincia sucumbios incremento de infraestructura del transporte vial
3491,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas repavimentacin de la carretera jivino verde shuhsufindi de km de logitud ubicado en el cantn shushufindi provincia sucumbios incremento de infraestructura del transporte vial
3492,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de los puentes guabitosan marthalos monos ubicados en la carreteras palestina vinces provincia de los rios incremento de infraestructura del transporte vial
3493,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios definitivos para el diseno del puente paralelo al existente sobre el rio san pablo y solucion vial del sector ubicado en la parroquia santa elena provincia de santa elena incremento de infraestructura del transporte vial
3494,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del paso lateral en salitre y el puente sobre el rio vinces ubicada en la provincia del guayas incremento de infraestructura del transporte vial
3495,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas proyecto de ejecucion de la cabecera de carga en ecuador del centro binacional de atencion en frontera cebaf en el paso de rumichaca incremento de infraestructura del transporte vial
3496,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios prepreliminares para la carretera lojamalacatosvilcabamba de aproximadamente km de longitud ubicada en la provincia de loja incremento de infraestructura del transporte vial
3497,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de ingenieria definitivos para la construccion de los puentes vehiculares sobre los rios shushufindi la norte de julio quilindana eno y sus accesos viales ubicados en la carretera shushufindi la primavera aguarico provincia de sucumbios incremento de infraestructura del transporte vial
3498,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente la fama long= m ubicado en la carretera julio andrade ? la bonita incremento de infraestructura del transporte vial
3499,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente sobre el rio la norte bicados en la via shushufindi la primavera incremento de infraestructura del transporte vial
3500,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de trafico impactos ambientales e ingenieria definitivos rectificacion mejoramiento c/ maldonadochicalpenas blancas de km incremento de infraestructura del transporte vial
3501,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de la carretera julio andradeel playonsanta barbarala bonitael palmar tramo julio andradeel playonsanta barbara incremento de infraestructura del transporte vial
3502,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios definitivos del anillo vial de portoviejo incremento de infraestructura del transporte vial
3503,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas paso elevado vehicular interseccion cruz verde ubicado en la via portoviejocrucita en la provincia de manabi incremento de infraestructura del transporte vial
3504,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rectificacion y mejoramiento del proyecto camino de ingreso al nevado chimborazo ubicado en las provincias de tungurahua y chimborazo incremento de infraestructura del transporte vial
3505,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de la carretera julio andradeel playonsanta barbarala bonitael palmar tramo julio andradeel playonsanta barbara incremento de infraestructura del transporte vial
3506,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudio del puente en la carretera jivino verdeshushufindi santa fe de metros longitud incremento de infraestructura del transporte vial
3507,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccin del anillo vial de lago agrio con una longitud aproximada de km ubicada en las provincia de sucumbios incremento de infraestructura del transporte vial
3508,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion y mantenimiento carretera selva alegrequininde tselva alegresaguangal incremento de infraestructura del transporte vial
3509,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion durante meses y mttodurante meses carretera rocafuertetosagua de km construccion de puentes el juncopapayapapayita y tierra bonita incremento de infraestructura del transporte vial
3510,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion de la via quevedo el empalme incremento de infraestructura del transporte vial
3511,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion y mantenimiento de la carretera tufino maldonado km incremento de infraestructura del transporte vial
3512,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas ampliacion acceso a manta ampliacion rehabilitacion meses y mantenimiento meses acceso a manta de km incremento de infraestructura del transporte vial
3513,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion paso lateral sector el cachi el tambo incremento de infraestructura del transporte vial
3514,Sin Clasificar,Sin Clasificar,"ministerio de transporte y obras publicas rehabilitacion y mtto c ""y"" de baeza lago agrio tramo simon bolivar lago agrio de km long incremento de infraestructura del transporte vial"
3515,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion y mejoramiento de la via santa anapoza honda de kms de longitud ubicado en la provincia de manabi incremento de infraestructura del transporte vial
3516,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de la carretera loja malacatos vilcabamba incluye soluciones problemas geologicos y estabilizacion de taludes estudios incremento de infraestructura del transporte vial
3517,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion y mantenimiento de los caminos vecinales ducurgualleturo km y jalupatachontamarca km incremento de infraestructura del transporte vial
3518,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas terminacion y mantenimiento de la carretera zhudbiblian de km incremento de infraestructura del transporte vial
3519,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del paso lateral de la ciudad de zamora con una longitud aproximada de km ubicado en la canton zamora provincia de zamora chinchipe incremento de infraestructura del transporte vial
3520,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion de la carretera chontadurochumunde con una longitud aproximada de km incluye el inventario y evaluacion de los puentes ubicada en el canton rioverde provincia de esmeraldas incremento de infraestructura del transporte vial
3521,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion de la carretera rocafuertepalestina palestinala perla con una longitud aproximada de km incluyendo el diseno de puentes ubicada en el canton rioverde provincia de esmeraldas incremento de infraestructura del transporte vial
3522,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de la via puerto bolsicopuna nuevapuerto san jorge empalmenaranjal el guabo incremento de infraestructura del transporte vial
3523,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rectificacion y mejoramiento de la c plan de milagro indanza gualaquiza tr plan de milagro san juan bosco incremento de infraestructura del transporte vial
3524,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas puente sobre el rio huataraco incremento de infraestructura del transporte vial
3525,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruucion y mantenimiento de la carretera de agosto los bancos y constrccion de los puentes rio blanco y mulaute incremento de infraestructura del transporte vial
